x,y,label
0.419924203,0.196353406,0
-0.971424805,0.784900706,0
2.564563954,-0.493121455,0
0.190802133,0.84349802,0
1.696684285,2.315939606,0
-0.172122958,0.917518287,0
0.426275937,0.416477858,0
1.164994493,1.095099379,0
1.252004621,0.806182271,0
1.14460409,0.995620704,0
0.977139477,0.85440619,0
0.429305061,1.579753202,0
0.452103156,-1.324106414,0
1.738445998,2.330233595,0
0.125876306,0.424865081,0
1.9523669,0.140223016,0
-0.044442848,0.840633422,0
-0.143454936,-0.581278516,0
1.28778422,-0.612325563,0
0.121901354,2.170569388,0
-0.06608679,-0.058669719,0
1.981155806,1.939334412,0
-0.381487099,1.102474997,0
1.950908034,2.418538411,0
-0.306682222,0.026776345,0
1.213358545,0.076464596,0
1.785887435,0.472784794,0
1.728596329,1.347574055,0
1.078623391,-0.159641239,0
0.012912732,0.839039494,0
-0.175232258,-0.705045747,0
2.681408884,1.83619325,0
1.756232275,0.566573604,0
1.303097334,2.468048413,0
-0.063802944,0.91376201,0
1.740675181,1.767708093,0
1.495099496,0.794558723,0
-0.132828178,1.123299496,0
-0.156494506,-0.542617381,0
0.287344303,0.688400844,0
0.209798974,1.772862334,0
1.638262866,0.78702569,0
1.039856563,2.318370451,0
1.421553333,0.658130506,0
0.330526326,0.193512416,0
0.496550883,1.683981278,0
1.444539126,-0.046335094,0
0.083108357,2.731280494,0
2.279902991,1.223139261,0
2.214614689,0.917213052,0
2.900675469,1.484864546,0
1.085166496,1.875911886,0
1.225319565,1.153433277,0
2.061277789,0.940051533,0
1.096551219,1.375856326,0
0.702995497,1.561200823,0
2.44790081,0.397502272,0
0.991872076,0.949624763,0
0.52574857,2.473357203,0
1.054898189,1.123451949,0
0.238655346,0.322903904,0
-0.044941463,1.32931437,0
0.209989264,2.098219761,0
1.632109995,0.580923685,0
0.324327694,-0.146603003,0
0.574651002,2.208597365,0
1.24424756,-1.208679193,0
0.502106226,0.267195353,0
1.749599392,0.11066852,0
1.109369565,0.903850026,0
0.283619837,-0.187720496,0
0.615841923,0.897466872,0
0.727101951,1.008915896,0
3.083952136,-0.372630578,0
2.0004094,0.491454702,0
0.794323309,0.316533693,0
-0.106468694,0.766668196,0
1.021517257,1.718462849,0
1.056978412,1.090113688,0
1.057906743,0.55325577,0
0.245381965,1.23845023,0
-0.107742504,1.968831046,0
0.811487271,1.400478456,0
1.067124234,1.685570999,0
1.485133321,-0.619569928,0
1.618852556,3.303945921,0
1.248014877,1.329595507,0
1.577353785,0.828671498,0
0.791997688,2.811589857,0
0.485128333,1.453452213,0
-0.230455095,0.880633562,0
0.360560736,1.930850492,0
1.982330953,-0.166500719,0
0.215582451,1.950035576,0
1.281716832,1.388259071,0
2.766820763,2.2572276,0
0.818369901,2.342475309,0
0.425335839,1.96746306,0
1.376038415,0.626470106,0
1.250683061,0.715201521,0
0.2462329,1.030361732,0
1.235161249,1.440116824,0
0.263050849,1.645425272,0
1.828026858,-1.526657924,0
-0.379667509,-0.745786808,0
-0.489000464,0.577871314,0
1.314049613,2.513340153,0
0.128300281,-0.132429963,0
0.636941845,2.15115409,0
-0.047563026,2.883974001,0
1.095335964,1.957983275,0
0.565067006,1.270895607,0
0.494717584,0.420554779,0
1.350350317,0.584885311,0
0.581704376,2.135436037,0
3.176438491,-1.159238176,0
1.484306233,1.281106386,0
0.842615656,1.210946215,0
2.209487209,0.037973057,0
1.624808147,0.974470029,0
1.661339016,0.92000939,0
0.879938944,1.913450638,0
0.791783717,0.141748555,0
0.508685436,0.604677494,0
1.107703748,1.501940023,0
1.501026534,-0.15327378,0
1.985646612,-0.886320027,0
1.386614243,1.076866513,0
-0.019646121,0.787609916,0
0.385829689,0.099859038,0
0.203913893,1.282046822,0
2.700195612,0.0160371,0
1.957667144,0.578279166,0
0.877991592,-0.213453304,0
2.153959683,-0.010257782,0
1.201377866,-0.362308589,0
1.267868148,-0.184987001,0
1.165086326,1.00353795,0
1.438673181,0.648835576,0
1.522830021,2.126834405,0
2.18707222,1.366155505,0
2.368987761,2.61022725,0
3.535023972,-0.871690424,0
3.160944779,0.521380467,0
-0.423145717,0.851102556,0
1.045810466,1.336217996,0
0.590008551,0.57631794,0
0.669987623,0.403659625,0
1.15246085,1.256578611,0
2.457691193,0.638587027,0
1.297499026,1.318534649,0
0.390070387,2.095078274,0
-0.656279807,0.795938073,0
2.632828617,-0.108900326,0
0.701801303,0.327968636,0
1.105255034,0.658190545,0
-0.868984291,0.29166003,0
0.997623306,0.665302376,0
2.035714579,0.752929019,0
1.862680843,1.387611618,0
1.469589517,1.092237276,0
0.218498528,1.095610716,0
0.858520818,1.860864996,0
1.966002332,0.017128512,0
1.244865998,0.444871991,0
0.306573418,2.651333224,0
0.041969504,1.273067511,0
0.764238605,1.580039268,0
0.559408225,2.315947291,0
1.896777847,0.644132397,0
1.906904909,-0.065260408,0
0.58808377,1.336510804,0
-0.555288022,1.318750866,0
0.74052187,1.673822136,0
1.729839795,-0.074274001,0
-0.045556608,1.56958393,0
1.776084736,0.968217378,0
2.311122939,1.943853913,0
1.663559433,0.507905221,0
-0.7003508,1.673791038,0
2.277194899,-0.327525466,0
1.5659944,0.625420396,0
1.495480341,0.432067257,0
0.219326188,1.810584324,0
1.441635611,-0.01982882,0
1.739739919,1.922265067,0
1.150957556,1.150181717,0
0.446097716,0.416159142,0
0.022990352,-0.616669426,0
-0.988317776,1.91058696,0
1.500828402,0.569000813,0
0.908982737,0.919868032,0
1.296755051,1.513504836,0
1.315208546,0.227034873,0
0.337714867,0.656069394,0
0.646736901,1.234449574,0
0.857199461,0.010531952,0
2.372810045,-1.196951626,0
0.204315044,0.19658533,0
1.124428409,0.404422661,0
1.16564075,1.020525653,0
0.710330216,0.843276669,0
0.238261333,-0.4995235,0
0.763458007,1.696247979,0
2.213795945,1.472495759,0
0.173479171,1.551173814,0
1.917268422,0.495362628,0
1.528149926,-0.496635488,0
0.740548511,-0.961829273,0
-0.661982809,0.973064698,0
-1.262188512,1.697500794,0
1.059967324,0.795330579,0
-1.048220112,1.242034888,0
0.266874539,1.997624185,0
1.30325005,2.078369262,0
0.030280113,-0.454936758,0
4.626472854,-1.675989294,0
0.926893472,1.117212512,0
-0.609821553,1.562423045,0
0.137492264,-0.706057535,0
0.591548132,2.853782871,0
0.978258887,0.491539187,0
0.909941769,2.776434209,0
1.390595483,0.902282245,0
-0.022494686,1.81541688,0
1.237254229,0.889664658,0
0.512644796,0.525759122,0
0.774598171,1.191617631,0
-0.37544333,-0.604086215,0
1.453390607,-0.066732688,0
2.327421858,0.546211156,0
0.550921537,2.204651411,0
0.273804254,2.081351679,0
0.791008298,0.05309049,0
-0.929956972,2.164293827,0
0.625001451,0.754285513,0
1.226432792,0.4147876,0
1.509029358,0.944752879,0
1.740453503,2.040011595,0
0.680713034,1.255774563,0
1.079148924,-0.238078529,0
0.648248058,0.65204656,0
-0.846980494,1.871487179,0
3.26337997,-0.007580964,0
0.632990266,0.127796082,0
0.143039609,2.67263781,0
2.128236294,0.315266162,0
-0.751583388,1.392219503,0
-0.566136552,-0.230913708,0
1.417024935,0.79478392,0
0.453573101,2.150549108,0
2.687083434,-0.059910713,0
1.302275801,-0.111349334,0
0.315904191,2.182695818,0
0.831624546,1.662483923,0
0.17100229,1.335354814,0
3.220932171,0.232062883,0
0.57887644,2.281799389,0
0.370683586,0.63277394,0
1.387023248,0.40723818,0
0.887088253,0.413557953,0
0.052575231,1.668134251,0
-0.009753952,-0.27931289,0
2.396980684,1.12685476,0
-0.525395925,2.270866952,0
-0.087407659,1.523776589,0
0.906804245,3.755210698,0
0.345741341,1.438240154,0
0.070926089,1.116971478,0
1.535027271,2.267565026,0
3.256924941,0.036830242,0
1.324372373,-0.533694163,0
0.140520231,0.796052203,0
1.907919856,0.32146905,0
1.177214895,-0.193327943,0
0.821432586,2.650138871,0
1.926918945,-1.485215405,0
1.909284292,0.119214803,0
0.940767903,1.633717305,0
2.04132257,0.363961013,0
2.17502218,0.560648229,0
2.58023268,1.322311196,0
0.194391641,-0.207318994,0
-1.543678095,-0.225588808,0
1.159554003,1.173388251,0
1.676099144,-0.029711277,0
1.455027758,1.607013085,0
1.476120131,2.434321489,0
2.696260987,1.615288748,0
-0.56516381,0.826664031,0
0.787669456,3.30361663,0
0.885306631,2.425020608,0
0.844818235,1.584300838,0
0.808256848,0.014686916,0
0.869697482,2.101351644,0
1.149161984,3.736079967,0
2.889938405,-1.057587044,0
0.884411155,2.263895313,0
0.851819244,0.206297459,0
2.785955178,-0.521102437,0
0.714439021,1.577107762,0
0.964944544,-0.557436027,0
0.885560478,-0.021849907,0
2.827301582,-0.423983088,0
0.738413546,2.197352122,0
1.910017387,0.948152743,0
1.157355644,2.145396004,0
0.150285066,0.346529423,0
-0.128837404,1.926333476,0
1.763165349,0.344532356,0
0.690167689,-0.873895973,0
0.95123355,0.24795317,0
2.942486245,0.906017526,0
2.424318448,2.442496135,0
1.647600615,0.492705599,0
-0.114185579,0.495523986,0
1.102128113,1.42137129,0
-1.170296853,2.005292149,0
0.832392472,1.291758105,0
0.80939734,1.409849863,0
1.143792098,2.621164307,0
-0.401455624,1.600082635,0
-0.858456039,1.395698524,0
2.187416005,0.757631606,0
2.379141495,0.355493986,0
0.324919847,0.762522198,0
1.320909205,1.434983191,0
2.852616919,0.868452226,0
0.153947453,1.588219551,0
0.341688379,-0.366261024,0
1.222296116,0.576955793,0
0.456607518,1.39574178,0
0.244984512,2.555361479,0
0.821321618,1.792238559,0
2.110967146,-1.314495959,0
-0.275580679,2.080872624,0
0.989935921,-0.001105783,0
-1.170296324,1.770680307,0
2.250837273,1.841962499,0
-0.209153067,0.926649113,0
0.449323265,1.913847587,0
1.952916907,-0.141400916,0
1.277654831,2.028410811,0
1.042829946,1.876405999,0
0.75990182,1.765487058,0
0.25373662,0.783806319,0
0.715247846,-0.034233297,0
1.346689091,1.34223736,0
0.333783414,2.379482968,0
0.359557499,-0.845807077,0
0.75549024,-0.40702169,0
-1.075441987,0.873079954,0
1.14740662,-0.674650434,0
1.363748658,1.384273424,0
1.134561515,3.942222332,0
0.608876969,0.426917835,0
0.829434668,3.156350248,0
1.183892659,3.063333246,0
0.145278772,1.260397216,0
2.278300433,-1.052215039,0
-0.42100373,1.133251794,0
1.913688901,0.289437164,0
0.122821117,0.775272048,0
1.467617692,2.313600907,0
-0.903758723,2.328222254,0
0.474308643,-0.619207808,0
0.675708781,1.511967659,0
0.998347862,2.019004751,0
-0.451039958,2.386197343,0
0.856298116,1.313662766,0
1.921537907,1.409971482,0
1.307838066,0.254421687,0
2.251906011,1.642958443,0
-0.824026442,0.275918695,0
-0.883911514,-0.387122891,0
1.465843894,0.996473511,0
1.087336821,1.692139932,0
0.742092716,2.257944731,0
-0.215340438,0.455397437,0
0.262409656,1.238820955,0
-0.15228063,0.560252217,0
1.445959871,2.573835465,0
1.412874111,1.967534618,0
1.91277414,-0.056740393,0
0.246460779,1.270407267,0
0.752272875,0.435871512,0
2.248229876,-1.117377988,0
0.142594635,-0.256769167,0
-1.062565968,1.380424267,0
1.906372397,0.132855186,0
2.770847797,1.182125893,0
-0.19495991,1.784215992,0
1.705680544,1.118100168,0
1.608626405,1.162493095,0
1.483917761,-1.398578833,0
1.486972548,-0.154913135,0
1.16749358,0.839955031,0
2.007013432,0.673854939,0
2.540288238,2.387430215,0
0.91725004,2.909210239,0
1.267562341,1.641561343,0
1.334862334,1.350229632,0
1.678018653,-0.358632164,0
1.8165151,1.468186321,0
2.059476108,1.138828456,0
1.622612181,0.441032793,0
1.851457454,-0.729871296,0
2.044443068,0.795821089,0
0.398732763,1.160445228,0
1.569441548,0.322991155,0
2.592983829,-0.009839537,0
2.28370427,0.498284162,0
1.200713538,0.567092351,0
1.902635425,1.72329637,0
1.542227464,1.682165362,0
0.670511121,1.217287495,0
1.040194473,1.474602294,0
0.136723312,1.405499328,0
0.169403432,0.867395554,0
0.333723694,-0.283410999,0
1.738113129,2.28151062,0
-0.152088593,1.790361964,0
1.309580066,0.985370507,0
1.639723004,2.366919141,0
1.926298625,1.071110914,0
-0.044929798,1.533867018,0
-0.088962011,1.481971135,0
1.137856131,0.934747871,0
1.846136781,1.065197333,0
1.372345665,0.494585196,0
4.400435187,1.227655598,0
-1.026547096,0.984909303,0
0.893029147,0.364564777,0
-0.226614624,1.364826634,0
1.918546253,2.661351818,0
1.027024114,2.385870477,0
-1.127191506,3.003702323,0
-0.600815099,4.310515989,0
1.749681304,2.056568618,0
1.721914459,0.93027114,0
0.661769853,-0.535652562,0
1.913592837,0.462088141,0
1.587794938,1.020002666,0
0.148374744,0.877176124,0
0.654899751,-0.398779617,0
2.195675453,0.909887598,0
-0.163156366,-0.153596972,0
1.006734588,1.802860831,0
2.410087674,0.016820764,0
2.32274186,0.065905977,0
0.702961001,1.638559531,0
0.802826485,2.289169916,0
1.224360972,2.42945953,0
1.516641666,0.839555368,0
0.220711471,1.172333017,0
1.579790369,0.200966128,0
-0.455354422,3.055218866,0
1.080913482,0.807929206,0
0.855178845,0.679345266,0
0.88592094,0.824353205,0
0.236171943,0.783211107,0
1.707339053,1.921430529,0
1.647765433,0.627620045,0
-0.490961303,-0.168915165,0
1.620563653,1.417752252,0
0.456664593,0.512829145,0
1.10481752,0.479088073,0
0.996922931,-0.983584135,0
1.703242269,0.646074021,0
0.56738769,0.239009753,0
1.765172967,0.673165681,0
1.66235112,1.938462537,0
1.320601441,0.54402113,0
-0.54255269,0.585225465,0
0.158386677,3.271588818,0
1.244023691,1.352143603,0
0.636794584,0.926039845,0
1.425083853,0.337129605,0
1.480960952,1.950681766,0
2.171789654,0.737554109,0
1.689310253,0.557026474,0
1.069911244,0.065458674,0
2.211315304,-0.309854394,0
-1.992856256,-0.523543495,0
-0.725439305,1.13291973,0
0.572767249,3.562164359,0
0.679322572,0.728407938,0
0.374383776,0.430491821,0
1.436684268,1.205978382,0
0.948654021,0.407905059,0
0.994094957,0.947972248,0
0.34935162,-0.107460169,0
1.104280158,2.281589424,0
1.692602024,2.174919565,0
0.715475415,0.894051866,0
1.114234704,0.848292763,0
0.692534961,-0.674370148,0
0.131575911,1.438350496,0
0.991922656,-1.385740434,0
0.783736106,1.056299264,0
1.716286098,1.527142308,0
0.753305623,0.430656829,0
0.485290838,-1.19873943,0
1.571000411,1.325918638,0
1.951861313,-0.240191622,0
0.342803646,0.68695352,0
1.70277246,1.100257771,0
-0.889945487,-0.074030261,0
-0.556305726,1.968752077,0
-0.33387902,0.539971068,0
0.851691693,-0.12201794,0
1.862758957,1.339579931,0
1.015712677,0.390675579,0
0.48101137,0.370170717,0
1.381518862,1.202800054,0
0.079584558,-0.145498113,0
0.708576984,0.394836429,0
1.051580366,2.068973677,0
0.346332113,1.725698178,0
-0.159563927,0.791344539,0
0.475656445,-0.478791667,0
0.500065561,2.088494838,0
1.89058985,1.339939702,0
0.416756162,1.717446399,0
1.464586806,-0.591793659,0
-0.072116565,1.647557692,0
-0.995098501,0.821858446,0
-0.398424995,1.544790255,0
0.952243322,1.384306068,0
1.993838354,-0.247743762,0
1.274223295,1.205606768,0
-0.274376302,0.950495665,0
-0.586586701,1.267670333,0
1.230695873,3.187045746,0
1.151248025,0.958599421,0
2.631408895,0.316513645,0
0.121151163,1.289362666,0
1.451727327,0.293109995,0
1.392156218,2.894281902,0
1.544240403,1.335386358,0
0.788857022,1.075200401,0
2.364874158,2.238636388,0
0.458495151,1.68726611,0
0.910650573,0.633157451,0
0.184991218,2.594023882,0
0.878235356,2.668308336,0
-0.741367522,3.051631381,0
3.043085589,1.238685948,0
2.051024717,0.959655082,0
1.071467837,0.232184923,0
1.34602692,-0.193957596,0
1.190915132,0.530681612,0
-0.104888803,0.973994303,0
0.806321167,0.278436598,0
1.453708267,1.17279882,0
0.885113016,1.67444569,0
1.27970535,1.018331544,0
0.708322515,-0.025438768,0
-0.046920131,3.006528904,0
1.546206788,0.324710587,0
1.417895255,-0.742584459,0
1.607427357,0.9153184,0
1.386263173,2.723382524,0
2.693325483,2.563481562,0
0.730486293,-0.598281352,0
1.97279972,1.251712618,0
0.863108489,0.916592257,0
1.036534446,0.653517896,0
0.181276184,0.415984441,0
0.72925203,1.113798321,0
0.90078501,0.97811965,0
0.558203906,0.575918856,0
0.214549901,-0.132522743,0
0.733337283,-0.478899291,0
0.814451634,0.81488926,0
0.412160942,2.545246633,0
1.570935157,0.830409089,0
1.339546529,1.351919412,0
1.436241922,0.77213814,0
-0.345637228,1.921012124,0
1.265399285,0.857895622,0
0.509894588,1.7431863,0
1.497014587,3.073350321,0
0.926118253,1.386569412,0
-0.339337587,1.64212934,0
-0.575732554,0.387823844,0
2.590806011,0.354025363,0
1.283380826,2.350078322,0
0.562333733,0.613951402,0
1.086035992,1.304481624,0
0.79485667,1.612690439,0
0.631997601,2.916207564,0
1.27706095,1.323609808,0
2.184281033,2.012689492,0
0.957419223,-0.396352798,0
0.965941428,1.715070344,0
2.822264836,2.332882764,0
2.418461585,0.804332009,0
-0.663314285,1.09611378,0
1.306396419,2.243883184,0
0.866044902,-0.482151099,0
2.78525682,0.926478905,0
3.144114886,1.694172485,0
2.946704788,2.897008657,0
2.081968268,2.357629964,0
1.466607356,2.256420408,0
1.708654794,0.026230714,0
1.250716353,2.509313746,0
1.280578762,2.817219591,0
0.897817307,2.334237003,0
2.519061748,1.139950401,0
0.759014258,0.936459815,0
-0.392785238,0.699380197,0
-0.213613515,1.355407748,0
1.241381597,0.998252496,0
0.765011987,-0.465886614,0
2.62045616,1.730056994,0
1.548044651,0.116534057,0
2.520948096,0.290980386,0
-0.069683544,-0.358960269,0
-1.149756515,1.048765386,0
0.628401218,2.504025953,0
0.982799195,-0.066592433,0
2.421065588,1.460617772,0
0.280261962,0.621083687,0
0.460638247,1.38781686,0
1.127735424,-0.07012528,0
1.521494673,-0.306699171,0
-0.071468633,0.613964355,0
1.311667225,0.603934556,0
1.593034587,-0.153865611,0
0.718934969,0.387425704,0
0.545621228,1.341195427,0
0.38779858,0.331382709,0
2.261906072,2.517100981,0
0.167010401,1.00353649,0
2.042128138,2.836674252,0
1.101058897,0.06875376,0
2.481095345,2.077685871,0
1.550768802,1.908824419,0
1.709517939,0.848998348,0
2.403988053,-0.552462823,0
1.050966805,3.107330246,0
0.336393785,0.557124688,0
0.879021055,-0.678875067,0
1.830822407,1.128066779,0
0.153996181,2.934560964,0
2.460456262,0.696243371,0
1.758233907,1.677643518,0
1.241672077,1.681449863,0
1.461815643,1.767145849,0
1.086404903,-1.080109963,0
-0.345535596,0.269684052,0
1.172962413,1.881852848,0
-0.798375118,2.81716624,0
3.573888423,-0.204617812,0
1.797774411,2.680873472,0
2.320839565,1.917971184,0
2.637085211,1.103711329,0
0.043113359,-0.584535697,0
2.584544923,1.605470604,0
0.317459604,1.106226693,0
1.927051199,-0.562757405,0
0.833085125,1.348465534,0
1.462633273,1.164954853,0
1.206684255,0.997285052,0
1.251472441,0.440245485,0
1.546339182,0.940523857,0
0.372706135,2.701878889,0
0.720513176,0.917882389,0
-0.95250334,1.277171056,0
-0.277543693,0.232107838,0
1.036879595,1.174596019,0
1.152800236,-0.796143706,0
0.048299879,-0.210410373,0
2.804199941,2.245101558,0
1.168599013,0.818197415,0
1.746923025,1.313016453,0
0.294872739,-0.085954784,0
0.771514777,1.427649066,0
2.155014675,-1.083130279,0
0.463560561,-0.054291107,0
1.072042403,-0.085869336,0
2.206478793,1.782864031,0
-0.065936258,1.54964918,0
1.01457765,0.554345953,0
0.265528603,2.088792039,0
1.965658405,1.285999546,0
1.173654918,0.002104406,0
0.909943719,0.180665882,0
0.084952903,-0.240739182,0
-0.457066257,0.084218373,0
-1.022410426,3.533707672,0
0.534862073,2.39134258,0
1.717660441,0.006974038,0
-0.253799326,-0.461289785,0
0.128264834,1.755053715,0
0.003841408,2.390663358,0
2.572284003,0.347295313,0
1.676126055,0.035109022,0
0.618381175,0.34531912,0
-0.336727885,1.929443155,0
1.338787086,1.049855068,0
1.437437671,3.03036123,0
-0.175309829,-0.737046835,0
-0.498211398,0.740756753,0
0.27446479,1.177618802,0
0.292580094,-0.489503963,0
1.160842781,1.549563363,0
-0.626162032,-1.143550131,0
1.775297863,0.962870118,0
3.048550587,-0.006658383,0
1.273281064,1.873842268,0
1.163105159,0.017273555,0
1.245611439,0.644711496,0
0.60412438,1.863576688,0
-0.153204669,0.682927175,0
1.480999567,1.299543926,0
0.084430318,-0.377333004,0
3.148838158,1.681508152,0
1.388767891,0.953003954,0
0.475926637,0.977322582,0
0.754874972,0.515518925,0
0.800188933,1.851431565,0
2.353406836,1.415148092,0
-0.01330282,1.84846577,0
2.207343364,1.094591271,0
0.045922536,0.809705116,0
1.118669068,1.007691929,0
0.923135093,-0.109882726,0
0.771960582,1.916847674,0
1.568949932,-0.506714912,0
0.274078325,1.255392695,0
1.334521546,0.875246333,0
0.062747232,0.184781071,0
0.865068041,0.929618695,0
1.864819184,-0.776830875,0
1.411112277,0.21913515,0
-0.042896203,1.773896263,0
-0.176864952,1.459467705,0
1.042878714,-0.062124892,0
1.743389729,3.113495387,0
2.051709735,2.271895512,0
2.209197831,-0.336118919,0
1.893516127,-0.261523832,0
0.781551428,1.898605368,0
1.160698592,0.670783423,0
1.190471141,0.152300419,0
1.464489069,1.723173198,0
2.109132524,2.030147304,0
1.932532367,1.468412274,0
-0.344068266,-0.498245259,0
1.295235825,1.256863544,0
0.218157012,0.757703441,0
1.652939061,-0.15711681,0
1.652717101,2.380679633,0
0.383562586,1.174364776,0
0.351652935,1.358023234,0
-0.608961962,2.295362446,0
0.629814702,1.6847851,0
0.357103928,1.903596496,0
-0.107720431,0.820699937,0
2.767661526,-0.54576924,0
2.805480093,-1.147783022,0
0.014784351,2.092451075,0
-0.418315544,3.34310954,0
2.46516051,1.083605994,0
-0.843635378,-0.635556067,0
1.049583224,0.858581297,0
-0.496132317,1.280999855,0
-0.048600796,2.120029354,0
1.501563699,0.973021565,0
-0.023938046,0.193609159,0
2.182896017,-0.211910723,0
1.690581027,1.093609992,0
0.112294725,1.391809441,0
0.996338804,0.151164885,0
1.56870349,2.341742344,0
1.015126623,2.164897569,0
-1.840252924,0.667745916,0
0.703838072,-0.295486499,0
1.520104628,2.107517795,0
2.6774742,0.851011369,0
0.51521367,1.753363499,0
-0.485440318,1.355300569,0
2.815274326,1.702153267,0
0.766439642,0.204076272,0
1.948954491,0.499026974,0
1.718310283,1.513036201,0
0.387450765,1.476350774,0
2.678676331,0.501596879,0
0.459449519,1.706750564,0
1.509787494,1.408855596,0
2.330601157,0.479160262,0
1.423940781,2.601347164,0
0.459665974,0.178393472,0
1.843154978,1.322225608,0
2.17255735,3.417476522,0
0.48660523,0.392162892,0
1.871306278,0.586235092,0
1.943714394,-1.252047706,0
0.849160364,1.43420599,0
0.09487695,0.74802229,0
0.410497951,1.107186754,0
2.71573466,1.165407718,0
2.096694977,0.155102068,0
1.416649284,0.542908735,0
1.717232135,1.316287177,0
2.446495166,0.172855684,0
1.788302618,-0.185339933,0
1.400127641,0.292381154,0
1.511267288,1.910995736,0
0.56709801,2.106020564,0
0.663029769,0.165630974,0
1.097542448,1.009337424,0
2.280779222,1.920714318,0
0.831971944,1.192005136,0
0.007617752,-0.187430141,0
0.840921884,1.181619063,0
2.001252184,1.518578076,0
0.414653571,1.317434978,0
1.663494163,0.878766905,0
1.293473162,-0.241615774,0
0.956027649,0.640364721,0
0.167969612,1.32958739,0
1.365202898,1.061053996,0
0.771589699,2.243272469,0
0.86301102,1.106466632,0
1.945582026,0.040077669,0
0.78336684,1.846351823,0
1.218585869,-0.752538438,0
-0.107670285,2.424523061,0
1.416633157,0.963549992,0
1.719299009,0.128393997,0
1.288583584,2.65978497,0
-0.047644875,0.622200783,0
0.975070488,0.591730012,0
1.371798438,-0.850048647,0
-0.256504069,1.015483068,0
2.121317798,2.006694608,0
0.350644929,1.090168686,0
1.720846036,0.95278251,0
1.895348137,0.27341043,0
-0.28100093,0.874765837,0
0.37223814,1.497722036,0
0.184651444,0.2367921,0
-0.888192961,2.055938357,0
1.40682606,1.464769406,0
2.327458937,-0.10589457,0
3.013972081,1.945697162,0
1.171768874,0.528732747,0
3.014955538,1.60799166,0
1.362519749,1.711835779,0
1.306645784,1.893486962,0
1.327536574,1.12185808,0
2.008255814,2.716036197,0
0.012243905,-0.471632297,0
0.313061602,1.474286515,0
1.953159671,2.302685682,0
0.888509896,-0.433123099,0
-0.188135806,1.561925997,0
0.872451364,-0.387825486,0
1.476975172,1.156427388,0
0.40515435,0.826124452,0
1.528865608,1.014138747,0
1.201918976,-0.215664995,0
-0.285951462,1.507159699,0
0.869542194,-0.176225316,0
0.805740202,2.265056806,0
1.762973773,0.838816495,0
-0.350601186,1.992708824,0
0.702335913,0.609776109,0
1.695164942,0.286149348,0
0.919729462,1.925875941,0
-0.14037842,-0.81197535,0
0.566396756,1.08713046,0
2.695973599,2.212506154,0
1.055663583,0.973085777,0
1.466137088,1.157965018,0
1.143644468,2.108356848,0
2.680800592,-0.128185676,0
1.17754817,0.699822031,0
2.39959914,0.108971477,0
1.706560006,1.946778171,0
0.780574924,0.583722287,0
0.746430469,0.919230922,0
-0.049727967,-0.175600106,0
2.068104485,0.856608593,0
1.433255672,0.049427979,0
1.294946247,0.832876162,0
2.523996494,1.875052374,0
0.951233354,0.784908399,0
-0.5247817,-0.893906788,0
2.521285492,1.549194581,0
1.048966961,0.9257568,0
-0.409145641,0.546353076,0
0.564334236,0.327466289,0
-0.190290684,0.929654415,0
2.059839088,-0.157912295,0
0.443167815,1.628166145,0
0.552068848,2.4913712,0
1.7504123,-0.34201947,0
-0.301908237,1.162126472,0
2.641494887,0.899337251,0
